date,day,week,phase,hub,type,slug,working_title,category_id,focus_keyword,draft_path,status,post_id
2027-03-24,Wed,W25,B,H6-eviction,spoke,eviction-process-in-texas,Eviction Process in Texas (2027): Timeline & Costs,8,eviction process in texas,workspace/drafts/H6-eviction/eviction-process-in-texas.html,planned,
2027-03-25,Thu,W25,B,H6-eviction,spoke,eviction-process-in-california,Eviction Process in California (2027): Timeline & Costs,8,eviction process in california,workspace/drafts/H6-eviction/eviction-process-in-california.html,planned,
2027-03-26,Fri,W25,B,H6-eviction,spoke,eviction-process-in-florida,Eviction Process in Florida (2027): Timeline & Costs,8,eviction process in florida,workspace/drafts/H6-eviction/eviction-process-in-florida.html,planned,
2027-03-29,Mon,W26,B,H6-eviction,spoke,eviction-process-in-new-york,Eviction Process in New York (2027): Timeline & Costs,8,eviction process in new york,workspace/drafts/H6-eviction/eviction-process-in-new-york.html,planned,
2027-03-30,Tue,W26,B,H6-eviction,spoke,eviction-process-in-georgia,Eviction Process in Georgia (2027): Timeline & Costs,8,eviction process in georgia,workspace/drafts/H6-eviction/eviction-process-in-georgia.html,planned,
2027-03-31,Wed,W26,B,H6-eviction,spoke,eviction-process-in-north-carolina,Eviction Process in North Carolina (2027): Timeline & Costs,8,eviction process in north carolina,workspace/drafts/H6-eviction/eviction-process-in-north-carolina.html,planned,
2027-04-01,Thu,W26,B,H6-eviction,spoke,eviction-process-in-ohio,Eviction Process in Ohio (2027): Timeline & Costs,8,eviction process in ohio,workspace/drafts/H6-eviction/eviction-process-in-ohio.html,planned,
2027-04-02,Fri,W26,B,H6-eviction,spoke,eviction-process-in-michigan,Eviction Process in Michigan (2027): Timeline & Costs,8,eviction process in michigan,workspace/drafts/H6-eviction/eviction-process-in-michigan.html,planned,
2027-04-05,Mon,W27,B,H6-eviction,spoke,eviction-process-in-arizona,Eviction Process in Arizona (2027): Timeline & Costs,8,eviction process in arizona,workspace/drafts/H6-eviction/eviction-process-in-arizona.html,planned,
2027-04-06,Tue,W27,B,H6-eviction,spoke,squatters-rights-florida,Florida Squatters' Rights (2027): How to Remove Squatters,8,florida squatters rights,workspace/drafts/H6-eviction/squatters-rights-florida.html,planned,
2027-04-07,Wed,W27,B,H6-eviction,spoke,squatters-rights-georgia,Georgia Squatters' Rights (2027): How to Remove Squatters,8,georgia squatters rights,workspace/drafts/H6-eviction/squatters-rights-georgia.html,planned,
2027-04-08,Thu,W27,B,H6-eviction,spoke,squatters-rights-alabama,Alabama Squatters' Rights (2027): How to Remove Squatters,8,alabama squatters rights,workspace/drafts/H6-eviction/squatters-rights-alabama.html,planned,
2027-04-09,Fri,W27,B,H6-eviction,spoke,squatters-rights-tennessee,Tennessee Squatters' Rights (2027): How to Remove Squatters,8,tennessee squatters rights,workspace/drafts/H6-eviction/squatters-rights-tennessee.html,planned,
2027-04-12,Mon,W28,B,H7-rent-rules,hub,late-fee-laws-by-state,Rent Late Fee Laws by State (2027) + Checker,8,late fee laws by state,workspace/drafts/H7-rent-rules/late-fee-laws-by-state.html,planned,
2027-04-13,Tue,W28,B,H7-rent-rules,hub,rent-increase-laws-by-state,Rent Increase Laws by State (2027): Notice & Caps,8,rent increase laws by state,workspace/drafts/H7-rent-rules/rent-increase-laws-by-state.html,planned,
2027-04-14,Wed,W28,B,H7-rent-rules,spoke,washington-rent-increase-laws,Washington Rent Increase Laws (2027): Notice & Limits,8,washington rent increase laws,workspace/drafts/H7-rent-rules/washington-rent-increase-laws.html,planned,
2027-04-15,Thu,W28,B,H7-rent-rules,spoke,california-rent-increase-laws,California Rent Increase Laws (2027): Notice & Limits,8,california rent increase laws,workspace/drafts/H7-rent-rules/california-rent-increase-laws.html,planned,
2027-04-16,Fri,W28,B,H7-rent-rules,spoke,oregon-rent-increase-laws,Oregon Rent Increase Laws (2027): Notice & Limits,8,oregon rent increase laws,workspace/drafts/H7-rent-rules/oregon-rent-increase-laws.html,planned,
2027-04-19,Mon,W29,B,H7-rent-rules,spoke,new-york-rent-increase-laws,New York Rent Increase Laws (2027): Notice & Limits,8,new york rent increase laws,workspace/drafts/H7-rent-rules/new-york-rent-increase-laws.html,planned,
2027-04-20,Tue,W29,B,H7-rent-rules,spoke,new-jersey-rent-increase-laws,New Jersey Rent Increase Laws (2027): Notice & Limits,8,new jersey rent increase laws,workspace/drafts/H7-rent-rules/new-jersey-rent-increase-laws.html,planned,
2027-04-21,Wed,W29,B,H7-rent-rules,spoke,florida-rent-increase-laws,Florida Rent Increase Laws (2027): Notice & Limits,8,florida rent increase laws,workspace/drafts/H7-rent-rules/florida-rent-increase-laws.html,planned,
2027-04-22,Thu,W29,B,H7-rent-rules,spoke,texas-rent-increase-laws,Texas Rent Increase Laws (2027): Notice & Limits,8,texas rent increase laws,workspace/drafts/H7-rent-rules/texas-rent-increase-laws.html,planned,
2027-04-23,Fri,W29,B,H7-rent-rules,spoke,illinois-rent-increase-laws,Illinois Rent Increase Laws (2027): Notice & Limits,8,illinois rent increase laws,workspace/drafts/H7-rent-rules/illinois-rent-increase-laws.html,planned,
2027-04-26,Mon,W30,B,H7-rent-rules,spoke,massachusetts-rent-increase-laws,Massachusetts Rent Increase Laws (2027): Notice & Limits,8,massachusetts rent increase laws,workspace/drafts/H7-rent-rules/massachusetts-rent-increase-laws.html,planned,
2027-04-27,Tue,W30,B,H7-rent-rules,spoke,colorado-rent-increase-laws,Colorado Rent Increase Laws (2027): Notice & Limits,8,colorado rent increase laws,workspace/drafts/H7-rent-rules/colorado-rent-increase-laws.html,planned,
2027-04-28,Wed,W30,B,H7-rent-rules,spoke,texas-rent-late-fee-laws,Texas Rent Late Fee Laws (2027): Max Fee & Grace Period,8,texas rent late fee laws,workspace/drafts/H7-rent-rules/texas-rent-late-fee-laws.html,planned,
2027-04-29,Thu,W30,B,H7-rent-rules,spoke,florida-rent-late-fee-laws,Florida Rent Late Fee Laws (2027): Max Fee & Grace Period,8,florida rent late fee laws,workspace/drafts/H7-rent-rules/florida-rent-late-fee-laws.html,planned,
2027-04-30,Fri,W30,B,H7-rent-rules,spoke,california-rent-late-fee-laws,California Rent Late Fee Laws (2027): Max Fee & Grace Period,8,california rent late fee laws,workspace/drafts/H7-rent-rules/california-rent-late-fee-laws.html,planned,
2027-05-03,Mon,W31,B,H5-wills,hub,will-requirements-by-state,Will Requirements by State (2027): Witnesses & Notary,7,will requirements by state,workspace/drafts/H5-wills/will-requirements-by-state.html,planned,
2027-05-04,Tue,W31,B,H5-wills,hub,electronic-wills-by-state,Electronic Wills by State (2027): Where E-Wills Are Legal,7,electronic wills by state,workspace/drafts/H5-wills/electronic-wills-by-state.html,planned,
2027-05-05,Wed,W31,B,H5-wills,spoke,how-to-make-a-will-in-california,How to Make a Will in California (2027): Legal Requirements,7,how to make a will in california,workspace/drafts/H5-wills/how-to-make-a-will-in-california.html,planned,
2027-05-06,Thu,W31,B,H5-wills,spoke,how-to-make-a-will-in-texas,How to Make a Will in Texas (2027): Legal Requirements,7,how to make a will in texas,workspace/drafts/H5-wills/how-to-make-a-will-in-texas.html,planned,
2027-05-07,Fri,W31,B,H5-wills,spoke,how-to-make-a-will-in-florida,How to Make a Will in Florida (2027): Legal Requirements,7,how to make a will in florida,workspace/drafts/H5-wills/how-to-make-a-will-in-florida.html,planned,
2027-05-10,Mon,W32,B,H5-wills,spoke,how-to-make-a-will-in-new-york,How to Make a Will in New York (2027): Legal Requirements,7,how to make a will in new york,workspace/drafts/H5-wills/how-to-make-a-will-in-new-york.html,planned,
2027-05-11,Tue,W32,B,H5-wills,spoke,how-to-make-a-will-in-pennsylvania,How to Make a Will in Pennsylvania (2027): Legal Requirements,7,how to make a will in pennsylvania,workspace/drafts/H5-wills/how-to-make-a-will-in-pennsylvania.html,planned,
2027-05-12,Wed,W32,B,H5-wills,spoke,how-to-make-a-will-in-illinois,How to Make a Will in Illinois (2027): Legal Requirements,7,how to make a will in illinois,workspace/drafts/H5-wills/how-to-make-a-will-in-illinois.html,planned,
2027-05-13,Thu,W32,B,H5-wills,spoke,how-to-make-a-will-in-ohio,How to Make a Will in Ohio (2027): Legal Requirements,7,how to make a will in ohio,workspace/drafts/H5-wills/how-to-make-a-will-in-ohio.html,planned,
2027-05-14,Fri,W32,B,H5-wills,spoke,how-to-make-a-will-in-georgia,How to Make a Will in Georgia (2027): Legal Requirements,7,how to make a will in georgia,workspace/drafts/H5-wills/how-to-make-a-will-in-georgia.html,planned,
2027-05-17,Mon,W33,B,H5-wills,spoke,how-to-make-a-will-in-north-carolina,How to Make a Will in North Carolina (2027): Legal Requirements,7,how to make a will in north carolina,workspace/drafts/H5-wills/how-to-make-a-will-in-north-carolina.html,planned,
2027-05-18,Tue,W33,B,H5-wills,spoke,how-to-make-a-will-in-michigan,How to Make a Will in Michigan (2027): Legal Requirements,7,how to make a will in michigan,workspace/drafts/H5-wills/how-to-make-a-will-in-michigan.html,planned,
2027-05-19,Wed,W33,B,H5-wills,spoke,how-to-make-a-will-in-new-jersey,How to Make a Will in New Jersey (2027): Legal Requirements,7,how to make a will in new jersey,workspace/drafts/H5-wills/how-to-make-a-will-in-new-jersey.html,planned,
2027-05-20,Thu,W33,B,H5-wills,spoke,how-to-make-a-will-in-virginia,How to Make a Will in Virginia (2027): Legal Requirements,7,how to make a will in virginia,workspace/drafts/H5-wills/how-to-make-a-will-in-virginia.html,planned,
2027-05-21,Fri,W33,B,H5-wills,spoke,holographic-wills-by-state,Holographic (Handwritten) Wills by State (2027),7,holographic wills by state,workspace/drafts/H5-wills/holographic-wills-by-state.html,planned,
2027-05-31,Mon,W35,B,H9-non-compete,hub,non-compete-laws-by-state,Non-Compete Laws by State (2027): Bans & Limits,8,non compete laws by state,workspace/drafts/H9-non-compete/non-compete-laws-by-state.html,planned,
2027-06-01,Tue,W35,B,H9-non-compete,spoke,california-non-compete-laws,California Non-Compete Laws (2027): Are They Enforceable?,8,california non compete laws,workspace/drafts/H9-non-compete/california-non-compete-laws.html,planned,
2027-06-02,Wed,W35,B,H9-non-compete,spoke,texas-non-compete-laws,Texas Non-Compete Laws (2027): Are They Enforceable?,8,texas non compete laws,workspace/drafts/H9-non-compete/texas-non-compete-laws.html,planned,
2027-06-03,Thu,W35,B,H9-non-compete,spoke,florida-non-compete-laws,Florida Non-Compete Laws (2027): Are They Enforceable?,8,florida non compete laws,workspace/drafts/H9-non-compete/florida-non-compete-laws.html,planned,
2027-06-04,Fri,W35,B,H9-non-compete,spoke,new-york-non-compete-laws,New York Non-Compete Laws (2027): Are They Enforceable?,8,new york non compete laws,workspace/drafts/H9-non-compete/new-york-non-compete-laws.html,planned,
2027-06-07,Mon,W36,B,H9-non-compete,spoke,virginia-non-compete-laws,Virginia Non-Compete Laws (2027): Are They Enforceable?,8,virginia non compete laws,workspace/drafts/H9-non-compete/virginia-non-compete-laws.html,planned,
2027-06-08,Tue,W36,B,H9-non-compete,spoke,wyoming-non-compete-laws,Wyoming Non-Compete Laws (2027): Are They Enforceable?,8,wyoming non compete laws,workspace/drafts/H9-non-compete/wyoming-non-compete-laws.html,planned,
2027-06-09,Wed,W36,B,H9-non-compete,spoke,minnesota-non-compete-laws,Minnesota Non-Compete Laws (2027): Are They Enforceable?,8,minnesota non compete laws,workspace/drafts/H9-non-compete/minnesota-non-compete-laws.html,planned,
2027-06-10,Thu,W36,B,H9-non-compete,spoke,illinois-non-compete-laws,Illinois Non-Compete Laws (2027): Are They Enforceable?,8,illinois non compete laws,workspace/drafts/H9-non-compete/illinois-non-compete-laws.html,planned,
2027-06-11,Fri,W36,B,H9-non-compete,spoke,washington-non-compete-laws,Washington Non-Compete Laws (2027): Are They Enforceable?,8,washington non compete laws,workspace/drafts/H9-non-compete/washington-non-compete-laws.html,planned,
2027-06-14,Mon,W37,B,H9-non-compete,spoke,colorado-non-compete-laws,Colorado Non-Compete Laws (2027): Are They Enforceable?,8,colorado non compete laws,workspace/drafts/H9-non-compete/colorado-non-compete-laws.html,planned,
2027-06-15,Tue,W37,B,H9-non-compete,spoke,massachusetts-non-compete-laws,Massachusetts Non-Compete Laws (2027): Are They Enforceable?,8,massachusetts non compete laws,workspace/drafts/H9-non-compete/massachusetts-non-compete-laws.html,planned,
2027-06-16,Wed,W37,B,H9-non-compete,spoke,georgia-non-compete-laws,Georgia Non-Compete Laws (2027): Are They Enforceable?,8,georgia non compete laws,workspace/drafts/H9-non-compete/georgia-non-compete-laws.html,planned,
2027-06-17,Thu,W37,B,H9-non-compete,spoke,oklahoma-non-compete-laws,Oklahoma Non-Compete Laws (2027): Are They Enforceable?,8,oklahoma non compete laws,workspace/drafts/H9-non-compete/oklahoma-non-compete-laws.html,planned,
2027-06-18,Fri,W37,B,H9-non-compete,spoke,non-compete-vs-non-solicitation,Non-Compete vs Non-Solicitation Agreements (2027),8,non compete vs non solicitation,workspace/drafts/H9-non-compete/non-compete-vs-non-solicitation.html,planned,
2027-06-21,Mon,W38,B,H10-employer,hub,final-paycheck-laws-by-state,Final Paycheck Laws by State (2027) + Deadline Checker,8,final paycheck laws by state,workspace/drafts/H10-employer/final-paycheck-laws-by-state.html,planned,
2027-06-22,Tue,W38,B,H10-employer,hub,paid-sick-leave-laws-by-state,Paid Sick Leave Laws by State (2027),8,paid sick leave laws by state,workspace/drafts/H10-employer/paid-sick-leave-laws-by-state.html,planned,
2027-06-23,Wed,W38,B,H10-employer,spoke,california-final-paycheck-law,California Final Paycheck Law (2027): Deadlines & Penalties,8,california final paycheck law,workspace/drafts/H10-employer/california-final-paycheck-law.html,planned,
2027-06-24,Thu,W38,B,H10-employer,spoke,texas-final-paycheck-law,Texas Final Paycheck Law (2027): Deadlines & Penalties,8,texas final paycheck law,workspace/drafts/H10-employer/texas-final-paycheck-law.html,planned,
2027-06-25,Fri,W38,B,H10-employer,spoke,florida-final-paycheck-law,Florida Final Paycheck Law (2027): Deadlines & Penalties,8,florida final paycheck law,workspace/drafts/H10-employer/florida-final-paycheck-law.html,planned,
2027-06-28,Mon,W39,B,H10-employer,spoke,new-york-final-paycheck-law,New York Final Paycheck Law (2027): Deadlines & Penalties,8,new york final paycheck law,workspace/drafts/H10-employer/new-york-final-paycheck-law.html,planned,
2027-06-29,Tue,W39,B,H10-employer,spoke,illinois-final-paycheck-law,Illinois Final Paycheck Law (2027): Deadlines & Penalties,8,illinois final paycheck law,workspace/drafts/H10-employer/illinois-final-paycheck-law.html,planned,
2027-06-30,Wed,W39,B,H10-employer,spoke,pennsylvania-final-paycheck-law,Pennsylvania Final Paycheck Law (2027): Deadlines & Penalties,8,pennsylvania final paycheck law,workspace/drafts/H10-employer/pennsylvania-final-paycheck-law.html,planned,
2027-07-01,Thu,W39,B,H10-employer,spoke,ohio-final-paycheck-law,Ohio Final Paycheck Law (2027): Deadlines & Penalties,8,ohio final paycheck law,workspace/drafts/H10-employer/ohio-final-paycheck-law.html,planned,
2027-07-02,Fri,W39,B,H10-employer,spoke,georgia-final-paycheck-law,Georgia Final Paycheck Law (2027): Deadlines & Penalties,8,georgia final paycheck law,workspace/drafts/H10-employer/georgia-final-paycheck-law.html,planned,
2027-07-05,Mon,W40,B,H10-employer,spoke,north-carolina-final-paycheck-law,North Carolina Final Paycheck Law (2027): Deadlines & Penalties,8,north carolina final paycheck law,workspace/drafts/H10-employer/north-carolina-final-paycheck-law.html,planned,
2027-07-06,Tue,W40,B,H10-employer,spoke,michigan-final-paycheck-law,Michigan Final Paycheck Law (2027): Deadlines & Penalties,8,michigan final paycheck law,workspace/drafts/H10-employer/michigan-final-paycheck-law.html,planned,
2027-07-07,Wed,W40,B,H10-employer,spoke,washington-final-paycheck-law,Washington Final Paycheck Law (2027): Deadlines & Penalties,8,washington final paycheck law,workspace/drafts/H10-employer/washington-final-paycheck-law.html,planned,
2027-07-08,Thu,W40,B,H10-employer,spoke,pto-payout-laws-by-state,PTO Payout Laws by State (2027),8,pto payout laws by state,workspace/drafts/H10-employer/pto-payout-laws-by-state.html,planned,
2027-07-09,Fri,W40,B,H10-employer,spoke,employer-wont-pay-final-paycheck-what-to-do,Employer Won't Pay Your Final Paycheck? What to Do (2027),8,employer won't pay final paycheck,workspace/drafts/H10-employer/employer-wont-pay-final-paycheck-what-to-do.html,planned,
